,reviews,verify
924,"  Buenos Aires to London. I wish to thank the crew that was so nice to me while I was terribly sick. Wish I knew their names! They gave me medicine, a blanket and caressed my back while I was crying from the stomach ache. Forever grateful.",1
925,"  London to Nashville. The worst airline Trans-Atlantic. Despite looking forward to flying on this new route to Nashville, British Airways ruined this trip. The flight was delayed by over three hours, whilst they ostensibly replaced the damaged aircraft with an inbound Boeing 787-9 from San Jose. The airplane was filthy dirty in Club Class, which is bad enough having to suffer the awful, dated, Club Class ying-yang facing, narrow seats with divider. Business Class on British Airways is the worst of any airline. The WIFI was out of service. On late arrival in Nashville, my luggage arrived soaking wet, and I was unable to change clothes. On my return to the UK, I contacted British Airways Customer Relations to seek compensation, and got the usual pathetic, mainly computer generated, insincere apology. I am now forced to haggle with British Airways, and endure their woeful so-called Customer Relations department. It is a real shame to witness the decline of this national carrier. British Airways treat their premium class customers with contempt. This is what happens when an airline has a monopoly from Heathrow. ",1
926,  Flight was delayed by almost two hours and it was nice when they gave us the only Boeing 747-400 that was in old BOAC retro colours the seats where wide and comfortable plenty of storage the IFE was average food was good and in generous portions but what stood out was the high level of service and friendliness!,1
927," Just checked in for a flight from Newcastle with BA. The check in process was disgusting. 45 minutes queuing. 2 BA staff working in two desks, one of which was a virtually empty priority queue in which the female checking assistant spent a large proportion of her time chatting to a colleague from Air France in the adjacent desk! The process was ridiculously slow with each check in taking several minutes. When the priority queue representative deigned to check economy passengers, she seemed to take an eternity. In the 45 minutes it took us, the queue never dropped below about 100 people. I have never queued in a slower or more disorganised check in desk. The adjacent Jet2 desks had seven staffed desks and I counted 14 staff! The “welcome” sign displayed at the BA desk should have been located at the start of the queue with the additional wording of “you’re in for a long wait”. To cap it all, after enduring the queue, we’re now delayed 40 minutes thus far! So unprofessional!",1
928,"  Gatwick to Madrid. When I arrived I waited for one and a half hours for my one suitcase. It didn’t arrive.  I was asked to fill in a ‘lost luggage’ form which I did and given a number to call the next day. The representative said she’d make sure the suitcase was delivered by 5.00 p.m. I was out during the day. When I returned later that evening there was no suitcase. It hadn’t been delivered. The next morning (Sunday) I phoned the number again. The answer message said phone back on Monday. As I was leaving on Sunday night this was pointless. I was leaving Madrid at 8.30 pm. My one suitcase arrived two hours before I left Madrid. So I spent the whole time in Madrid without my medicines, change of clothes, toiletries etc which ended up wasting a lot of my (short, valuable) time buying essentials that I needed whilst there.",1
929,"  My boyfriend and I wanted to return from our trip to London a day early but the BA app and website continued to glitch so I called to ask how much it would be to leave a day earlier. I was told that the penalty fee for changing the flight is $275 each and there’s a $50 fee for them to do it over the phone that’s $600, and the price of a flight by itself. We decided to try our luck again changing it on the app and paid $550 to change our flight to one day earlier to make it back for an event. The flight was delayed and arrived 1hr 55 mins late. We missed our event. The plane was filthy and my tv didn’t work. I asked the flight attendant for something to clean the slimy finger smears off the screen with and she told me it’s normal wear and tear but I could get toilet paper from the bathroom. I called to ask for a refund for the fees since the flight was delayed but they told me they can’t give us a refund because we got on the flight.",1
930,"  I had kept my laptop bag in the overhead cabin. Somebody got in a bigger cabin bag and they couldn't fit the bag in the space remaining, so they kept the bag on my laptop bag. When I asked the flight attendant to help me with this, he asked me to keep my luggage down.  I was travelling with only one laptop bag, placed it in the cabin right over my seat and instead of asking the oversized bag to be placed properly or kept it elsewhere, my bag which was in place before the oversized bag came in was asked to be moved out. How fair is this? ",1
931,"  London to Delhi. A truly first class experience from check in to landing. I am a frequent flyer with BA and have not always had an amazing experience, this one was. Check in was easy and swift and the Concorde Room was excellent. The flight itself was wonderful, while I accept it isn’t the best first class cabin in the skies the service is second to none. The cabin crew were friendly greeting us by name and showing us personally to our seats. Throughout they ensured we were very well looked after without them being overbearing. New soft product is very good and food definitely much improved. ",1
932,"  London Heathrow to Dubai. Last Sunday we unfortunately missed our BA flight to Dubai due to unforeseen circumstances, so we booked the next available flight for the morning which was with Emirates. Today we arrived at Dubai airport expecting to board the flight home that we had already paid for months in advance. At check in the BA staff told us that our flight had been cancelled as we missed our outgoing flight. We have not received a refund for the seats and they have refused to refund us the tickets we had brought. ",1
934,"  Johannesburg to London. I booked a seat without luggage. Firstly one cannot make one booking for two passengers if only one has luggage. This caused an issue when trying to seat together. When the passenger without luggage tried to move seats (normally a free option for standard seats), you get advised that you have to pay. This was not disclosed when the booking was made. It was irritating because one of us was ill. ",1
935,  London to Milan. Evening outbound flight with some on board space so middle seat was empty. Boarding by group number worked effectively and I was able to store my laptop in the overhead. Free newspapers were available in the jet way. Passengers were warmly greeted. I was one row behind emergency exit and despite numerous requests from the steward woman in front was very challenging in agreeing to have her bag stored in the overhead which the steward handled very politely and patiently. Usual on board trolley service which I didn't use. Flight departed 10 minutes late due to lengthy taxi way and due to a head wind arrived in Linate 20 minutes late. Return flight could have been a challenge due to Italian strike but the very full flight departed on time and landed 15 minutes early. The cabin crew on this flight were excellent especially the senior stewardess who was warm and friendly towards every single customer - outstanding. We were taken off the aircraft and bussed into T5 which I think actually saved time as the entrance is directly below passport control. All in all a couple of very good flights.,1
936,"  The connecting flight to Johannesburg was on an older 737-400 with proper business class seats and lots of legroom. Pre-take off drinks offered and a decent meal for a short flight. Everything went smoothly and service was good. Boarding for the main flight was on time and proceeded smoothly, we were seated on the upper deck in the forward cabin. Much has been said about the BA ying-yang seat configuration. The seats are narrow, and there is a lack of privacy for the aisle seat, with probably the main complaint being lack of storage for personal items around the seat. However the seat is very comfortable in any position, and the White Company bedding is excellent. We had an aisle / centre seats at the rear of the cabin, which worked well as a couple with the privacy screen left down. The centre seat does have a shelf for personal belongings, and access from this seat does not require stepping over another passenger. The service on this flight was superb, from the welcome on boarding and continuing throughout the flight - very efficient, quick to respond, and super friendly. Preflight champagne or fruit juice was offered as soon as we were seated, with a bar service as soon as the seat belt light was off. There was a choice of 4 starters, 3 mains, and 3 sweets or cheeseboard, with a decent choice of wines. Breakfast offered a good choice, although we were happy with just the fruit, yoghurt, and bread. There could be no complaints in respect of catering. The A380 is a super aircraft and very quiet, but without doubt the major feature of this flight was the fantastic crew. Our connecting flight to Leeds was good, but compared with our South African flight it was noticeable that this was economy class seats and spacing with just an empty middle seat. It is a short flight, but there was still a full meal service. The only poor aspect on this trip was arrival in Leeds. The airport seems quite run-down, escalator not working, and few staff to be seen. There was only one other arrival, but we still waited over 30 minutes for luggage to come through.",1
937," London Heathrow to Los Angeles. Very nice experience. I read other reviews slamming BA but that was not the experience we had. From the check in to the lounge and on board the flight our experience was fantastic. Crew on the flight was outstanding and very attentive. Food was good, not great, but very good. Seats worked well and comfy (more on that in the seat review). Again, the flight crew and make or break the experience and this crew hit a home run. In flight entertainment worked well but was not streaming with I like over the monitors. AA does a very good job on this One World route as well but I would take BA over AA if you can but both airlines do a good job on these longer hauls.",1
938," CPT is definitely getting its act together: BA's Galleries Lounge is spacious with a good selection of food and staff actually managed to make the group boarding work for once. The upper deck is still one of the better bets when flying in Club World. That's despite the ancient yin/yang seats and the tiny IFE screen with appalling resolution. The new bedding certainly helps cushion the hard seats and the large pillow actually feels luxurious. The dinner service was according to the new CW 'soft' design, which meant delays while plates were brought out to passengers individually. On the whole, I think it works and having the 'triple bread' roll already on the tray means that the bread is there when you want it, rather than served with the dessert. Breakfast has been streamlined, too, and staff actually paid attention to the request cards filled in before takeoff. Apart from some inevitable turbulence, the flight went according to plan and we touched down 30 minutes ahead of schedule. A good flight, overall, but an old style business class experience.",1
939,"  Sofia to Belfast via London. The legroom on the Sofia to Heathrow flight was terrible. I am not tall, but my knees were pushing against the seat in front.  Service was non existent unless you want to pay inflated prices. Where did the service go? There was a bad delay on the Belfast flight.  We were not allowed to re-enter the lounge when the plane developed a fault, as we had gone through security.  Only after 40 minutes were we allowed to re-enter the lounge. Service announcement was chaotic and contradicted what BA was sending us via texts. The delay lasted 2 hours 55 minutes, just short enough to avoid compensation. The Belfast flight had a lot more legroom than the 3-hour flight from Sofia.  I will never set foot on this airline again. ",1
940,"  Lima to Gatwick. Helpful and courteous cabin crew.  The seat was uncomfortable and the in flight entertainment system derisory. The screen was small and in poor condition. Movies shown in the in flight magazine were unavailable and the selection of movies was poor. The touch screen failed to respond correctly and at times occasionally, without warning, increased the sound level to maximum without touching the screen or handset. A 12 hr flight with a rubbish entertainment system.",1
941," Inverness to Auckland via Singapore with British Airways. Service was very good but comfort was very bad, for a 14 hour I had no more leg room than I did for an hour flight. I was uncomfortable and as a regular flyer I have used other airlines that provide much more space for long haul flights.",1
942," I was seated right next to the galley and lavatory in the aisle. During the safety talk the cabin crew were only metres away talking loudly which was irritating, so my initial impression was disappointed for business class. However, into the flight I found one female crew very personable and was offered a seat two back. I was not provided with a complimentary travel wallet, so did not realise that socks and sleep mask were available, and I needed to ask for a pillow. The menu guide was on cheap paper and, with no convenient place to store it for reference later, was very ordinary. The evening meal was acceptable (soup, steak/veg, fruits ) was OK served with freezing cold cutlery. Bed was ok but nowhere to store spectacles or personal needs such as spectacles, asthma puffer, or water bottle. The breakfast of juice and cereal/yoghurt was fine but the single poached egg was like a rubber ball and the included fish patties were unpalatable. The lavatory was spacious and allowed room to change clothes ready for the connecting flight. Overall I expected a better level of attention to detail and a more upmarket delivery. The only business class addition feature that I appreciated was being able to stretch out for some sleep. BA ground staff were unable to link my second flight on a QF 11 from Singapore to Brisbane, insisting I needed to collect my luggage, leave arrivals and recheck in for next flight. I am 73 with some mobility problems, requiring assistance, so this was a worry for me. When I arrived in Singapore, the kind assistance girl arranged to take me to a special transit desk where it was no problem arranging for my bags to be forwarded to next flight.",1
943,"  Flight was OK, minor delay didn't both me. What was astonishing is that we had to wait an hour or so to drop off our luggage because at Lyon Airport they were training new ground staff at the same time? They continued doing this even though the cue became pretty huge and time started to run out to make it to the flight.",1
944,"  
Gatwick to Barbados return. I normally travel on BA with low expectations with the result that I am not too disappointed and sometimes pleasantly surprised. The outbound flight was about par for the course with a reasonably comfortable seat and an OK cabin crew that did just about enough to look after us and make the flight uneventful. However, the flight did leave bang on time and managed to land in Barbados before the Virgin flight that was scheduled to leave Gatwick five minutes before us, with the result that we got through arrivals quickly. The return flight a week later managed to reinforce my low expectations of BA with one of the poorer flights that we have experienced over the last few years. Once again when you travel west to east, the crew (specifically one lady who was looking after our part of the cabin) somehow feel they have to rush through every part of the drinks and meal service that it becomes an ordeal. The pre departure drinks were missed on all of seats on the left hand side of the PE cabin (not a big deal but irritating non the less). No bread was served with dinner, despite there being butter on the plate, so I presume it was missed. My wife had ordered a veggie meal and was served about ten minutes before everyone else, which was fine. However, as the crew were serving the remaining meals, there was a continual dialogue across the two aisles about what selections they each had on their respective trolleys. When they reached our row, they somehow thought it would be a good idea to try and pass a hot tray of chicken in gravy across the four middle seats with the result that the red hot gravy spilled on the my wife's remaining food and lap, although fortunately she did have a napkin in place which absorbed most of the liquid. It also spilled on my Kindle which thankfully had the cover closed. A very brief apology was given but without any sincerity and I suspect blissfully unaware of the obvious mistake they had made. My wife's wine was replaced but not the rest of her dinner. Once again we landed on time, which was a good thing. Overall, the return flight was extremely poor.",1
945,"  Marseille to London. I am generally annoyed with the quality of the service. I believe that we should not have to pay for a glass of water with slice of lemon in a BA flight. I realised that I forgot a big duty free bag in the plane after the passport control. I went to the BA Helpdesk, the staff sent me to terminal 5 at the lost and found to pick up my bag while it was not even there. Luckily, I decided to stop on the way in the lost and found of terminal 3, where they (the friendly lost and found staff and not the BA staff) nicely explained me that there was no point for me to go there and called some other agents to help me. ",1
946,"  The cabin crew on flight BA035 London to Chennai were very efficient and did their best to take care of their clients. I did tell them I would write a review and here it is. Keep up the good service and, thanks!",1
947,"  Gatwick to Malaga. Check in was fairly quick. The check in area at Gatwick is quite nice although they are failing with general upkeep. The whole area needed vacuuming and there were stains and signs of chewing gum on the carpets. If you’re not going to look after it then you better just having normal airport flooring. The lounge at Gatwick is really nice and whilst it was very busy, there were still available comfy and desk style chairs to suit. The food and drink offering was very good. Tasty and varied. On board I was lucky to be able to book the exit row, which actually makes the seats better than club in my opinion. Food and drinks service was fairly slow although being near the front this wasn’t a problem for me. The food offering is fairly poor really, a couple of sandwiches or snacks.. drinks selection is better. What was very nice was, near the end of the flight I was given a free glass of champagne for being a silver member. I wouldn’t expect this, and I’m sure it’s just because they had a bottle to use up, but it was a nice gesture to show to frequent flyers. Still no WiFi or WiFi based in flight entertainment offered. Priority bag tags as usual are kind of irrelevant. My bag took quite a long time to come through and was preceded by dozens of non priority bags. Overall a decent flight, and very good value as I paid using avios. Being silver and getting lounge access and free seat selection was a massive plus.",1
948,"  Boston to London Heathrow, was excited to experience A380 for the first time. Paid a steep $91 for the seat selection on the upper deck. Was very comfortable with storage cabin beneath the Window. Seat itself was the standard one, comfortable. The boarding was efficiently managed for such a large aircraft. There was never a massive crowd in front of the gate. The inflight service for the outbound leg was less than ideal. The food was very mediocre at best - not worth losing sleep over it. There was serious bumps along the way midflight. The A380 being so massive easily absorbed it. Return was on a B777 - flight was not full but almost full. The inflight service and the food served were both remarkably better than the outbound journey. The baggage drop area however was a disaster. None of the machines worked and there was single kind hearted person assisting passengers. The boarding was again very orderly. Both outbound and inbound IFE was good but not as good as some long haul carriers. If both legs had similar cabin crew and food I would have scored them higher. ",1
949,"  London to Cape Town in First and our first taste of the new 'soft' product. Still, unfortunately, a 30 year-old 747 that hadn't had its refurbishment and was showing its age. A wardrobe door that's falling off its hinges, a non-touch touch screen and a cupboard door in the washroom that won't stay shut don't pass muster in First and blemish the impression of the positive changes in the on-board service. The young mixed fleet crew did a reasonable job and served drinks and food efficiently without the wait other reviewers have complained about. Care was also taken in preparing and plating up the food. For once, nothing was overcooked and even the beef was decent. Bedding is also improved, with a good quality duvet and large pillow. The IFE remains the same low-res screen quality and the new headphones are uncomfortable worn for more than the duration of a single film. The goodies bag is much better and worth taking home. Overall, a pretty good flight, but it remains to be seen what BA will do with its long-in-the-tooth First Class when their new Club Suites are launched.",1
950,"  This review is specifically aimed at the excellent cabin crew on BA 174 from JFK New York to Heathrow on Tue 14th May. I was travelling back from New York following a few days break with 11 girlfriends. Check in and boarding was all on schedule,however it was identified that there was a technical problem and the captain advised passengers that some assistance was required to rectify the issue; this resulted in over an hour's delay leaving NY. Despite this annoying delay, the cabin crew more than made up for this. They were friendly, polite and couldn't do enough to ensure our journey was comfortable and enjoyable, they were all exceptional, even those that were not serving in the section I was in. I do hope that this information is passed on.",1
951,"  London to Aberdeen. Before boarding the flight I was forced to check in my bag at the gate because apparently the flight was full and I was boarding in Group 5. I was traveling with the permitted allowance and discussed with the lady at the Boarding Gate. I saw people boarding with Tax free bags on top of the other bags. Being almost the last on the plane, there was free spaces to accommodate bags. I was not happy because I had the permitted allowance. ",1
952,"  Gatwick to Dubrovnik. Overcrowded lounges, business class seats same as economy with middle seat empty. LGW lounge opens one hr before some EU flights in morning only and met by a large queue. And now frequent flyers don’t get free baggage anymore on long haul cheap tickets.",1
953,"  I paid an extra £500 for two Premium economy seats on this long haul flight and was very disappointed. The seat felt small and was shabby, the tv screen was small and very dark. I tried to adjust it but it was still unwatchable. The whole experience was very poor, not Premium in any way. The return flight was a code share with Japan Airines which was Premium, a whole different experience. I would be happy to pay for their Premium seats. I would advise avoid British Airways Premium economy as it is far from Premium. I felt a complete waste of £500.",1
954,  Faro to Heathrow. Flight was very good no issues at all but yet again baggage collection was a disaster. We fly club or first all the time and without fail the baggage is always last off. Spoke to BA desk and they were clueless and had no idea why this happens or how to stop it and correct it. Same happened on flight out too. It is a shambles and a disgrace. Waited 39 mins got cases at Heathrow and this is unacceptable will kit be using them again. Avoid at all costs.,1
955," Vancouver to London. An excellent flight on BA. I travel this route several times a year and generally BA are much better than AC, Especially on this flight, BA were way ahead of the competition. Seats comfortable, food pretty good for economy, decent wine and the in flight crew, simply outstanding. Professional, smiling, friendly. They embodied BA at their very best.",1
956,"  Gatwick to Tenerife. All so wrong. Lounge really overcrowded / food on the plane pretty horrid, left most of it. Paid for and travelling Business Class and allocated four rows away from my partner,  this is normal procedure. Apparently on top of a £2000 six night holiday I should have paid another hundred pounds plus to sit with my partner - total madness. This is an airline with a self destruct button, such a shame.Have just booked Norwegian for our next flights to Barcelona and Buenos Aires, did not even bother to look at BA.",1
957," Washington to London. Having travelled out to Washington from Heathrow on 23/04/19 First Class I wasn't overly impressed. Although the Concorde Room was relaxing and comfortable, the bar staff were a mixture of attentive and somewhat dismissive. The cabin crew were polite but quite surgical in their manner which gave an overall impression of a cold and clinical approach. My return journey couldn't have been more different. The BA lounge was very well presented with a fantastic choice of both food and drink but the hi-light of my return flight were the engaging nature of the cabin crew. Nothing short of amazing. I was offered the usual amenities upon boarding but what set this flight apart from the start was the very happy and friendly nature of the crew. Absolutely nothing was too much trouble and they took the time to chat with me and showed a real general interest in what we talked about. Demeanour was perfect with both a very professional yet relaxing and engaging approach. A fantastic sense of humour and seemed genuinely delighted to assist. Having had mixed levels of service with BA and always flying Virgin I think BA need to track down this staff member and use her as the model for all future cabin crew training.",1
958," Rome Fiumicino to London City. A BA Cityflyer service. No wait to check in. Aircraft was not full. We pushed back early and arrived early. This route still has complimentary refreshments in economy, including wine – a great bonus and pleasant surprise. Cabin service was pleasant and professional. A really excellent flight.",1
959,"  London to Shanghai. The most disappointing business class I have flown in a long time. The plane was old, worn and dirty (there were crumbs of food on the seat and the floor from a previous flight), It took 2 hours to for drinks service to reach my seat after take off - the food followed shortly, which was over cooked. They seemed to be short on staff. However, what made me really angry was that there were people in the cabin who had had both drinks and food and were having their beds turned down before I’d even been offered a drink. The service was exceptionally poor. I am flying home tomorrow and am not looking forward to the flight. As a Gold card holder, you might have thought BA would check their frequent fliers are being looked after? I’ll return to using other airlines in the one world group for my long haul trips, such as Cathay, JAL or Finnair. The only reason that I’ve given more than one star is that I managed to sleep quite well - the bedding and pillows were good. Ultimately though - sorry BA, not good enough.",1
960," Their customer service is horrible. Lost our bags. Here we sit in London after 2.5 days of wearing the same clothing. We fly out in 3 hours to Barcelona for a 14 day cruise and have pretty much lost any hope of being reunited with our bags before we go. I spent so much $$$ on this trip to celebrate my husbands 60th birthday and our 5th wedding anniversary. It was supposed to be our trip of a lifetime. We have really been trying to make light of things, but not getting our bags today, as it's now Friday and we left on Tuesday AM from Seattle, is heartbreaking. Not one single person at British Airways has handled this with any kind of urgency or empathy, for that matter. One customer service agent even asked me if we would be OK getting out to Heathrow to ""pick them up."" Truly the worst customer experience I've had.",1
961,"  London City to Zurich, I fly this route a lot, around 8 times per year, The flight was delayed initially by an hour, I was kept up to date via the app so I was not disappointed. Around 45 minutes into the flight one of the crew member came over with a card in his hands wishing me a Happy Birthday followed by a bottle of Champagne, Brandy etc, this was totally unexpected, it made my day. Thanks to the crew.",1
962,"  I booked a flight from Bucharest to London and return and when we were at the airport, they informed us that the flight will be delayed for 5 hours (from 8am to 1pm), then another 1 hour and a half (until 2:30 pm). We lost the money we paid for the bus tickets and they would not refund. Returning to Bucharest our flight was delayed and they did not  inform us about it. I understand that unforeseen situation can happen, but I have never seen such a poorly prepared company in my life.",1
963,"  London to Calgary. Thank you to James, a Club World flight attendant on BA 0103 April 15, 2019. His service was impeccable, attentive and delightful. I thoroughly enjoyed the flight. ",1
964,"  Vancouver to London, we were upgraded to business class at the airport. The staff were absolutely delightful and had a fabulous trip. Really they could not have been more helpful and I would recommend them. ",1
966,"  Houston to London. The plane left an hour late while an engineer dealt with a problem. I’ve no problem with that, I like travelling safely. I thought, well I’m sure I’d booked an aisle seat online but it appears it was a window. I missed out on the airline meal and when I realised I buzzed the steward and requested a sandwich and water, explaining the problem. He fetched me a sandwich and various bits he’d scrabbled together from the kitchen. Later when the liquid refreshment cane round, both my neighbour and I requested water and I had to reach across him for my drink as he helped himself to his drink and left me to it.",1
967,"  London to Delhi. The worst business class trip for us. Seats much smaller than business class on Singapore Air, Thai International, Eva Air, Qantas; Not seated together - same surname, Mr and Mrs - but moved after. No privacy on middle seats; one tiny drawer is only storage for shoes, iPad, makeup and sponge bag, book etc. Film/TV selection was very limited and my choice wasn’t working. The food was very poor - main course congealed and so basic with a dessert that was pathetic, no tea, coffee, or chocolates offered to us. Breakfast had no jam with the croissant. Nobody came round during the flight offering extra water or other beverages. The crew didn’t put themselves out. If one pays more for business class one expects more and we didn’t get it. I would never choose to travel BA again.",1
968,"  Bucharest to London. My flight with British Airways was 7 hours delayed (from a European destination to London). I applied for compensation for this delay. Initially I was informed that under EU regulations I would receive 400 Euros compensation, to be informed 4 days later that this was an error and that I was no longer getting compensated. British Airways argued that sickness of a crew member is considered extraordinary circumstances (comparable with weather issues) and that therefore, they do not have to compensate passengers for this flight. However, there are court precedence cases that clearly show that crew sickness is not to be considered an extraordinary circumstance and that it is in an airlines responsibility to have a contingency strategy for such cases or compensate if they do not. I have talked to the manager of customer service and was told that there is nothing they can do as this is their policy. I believe that, if not on legal basis, British Airways should have compensated out of customer service reasons because a 7 hour delay (within Europe) is significant. Many times I picked to fly with British Airways based on the expectations of good customer service in the case of anything going wrong. But this experience proved to me that it's not worth investing that extra money into flying with British Airways.",1
969,  London Heathrow to Bengaluru. I found the crew very friendly and even humorous! Whenever the airhostesses passed through the aisle (I was on a seat next to the aisle) we would exchange some friendly comments which almost always lead to muffled laughs!  One air hostess admitted that she enjoyed such conversations which made the stress of her work lighter! ,1
971,  Dublin to London Heathrow. British Airways offered a very good overall service on this flight. I booked online and found that process very easy. The caveat was not being able to select the seat I wanted ahead of travel without paying another fee. The check-in lady was very friendly and helpful and gave a good account of herself. The flight departed on-time and the captain made frequent announcements. Within the previous two weeks I had flown with BA twice within Europe and this flight was by the best of the 3 thanks to the staff. The flight was relatively short but well managed with a nice drop down map and staff visibly make a real effort. One curiosity was the staff handing out UK landing cards The flight was punctual and reliable.,1
972,"  London to Seattle. My seat was on the upper deck, a nice perk for Seattle flights to Europe (BA is the only one flying 747s to Europe from Seattle). Overall the product is outdated. Service was not at the level it used to be. Staff is polite and professional but they keep the service to a minimum.  Upper deck crew on this flight was mainly uninterested except the bare minimum.  No additional service, no top ups, not offering water during the flight. Of course if you ask for something you do get it. There was also a lot of traffic on the stairway connecting upper and lower deck with the crew congregating at the lower deck.  I hope BA will improve their act. I certainly won’t use their services in foreseeable future.",1
973,"  London to Gibraltar. Check in at T3 was fine, lounge was good and staff were more proactive than was previously the case. Flight was good with decent lunch served including the kids meals which were fine. Skilled landing in Gibraltar- a good flight",1
974,"  London to Boston. BA replaced A380 with a very old Boeing 747. Video system did not work for more than 1 hour, then work for a few hours and stopped working. No WIFI, very old plane. Service OK. Not good for business traveling.",1
975,"  London to Doha. Similar to our outbound flight, the seats are comfortable but behind the competition, very small storage area , if you are tall try sleeping sitting up or in the cradle position as the bed is just not long enough. The food portions seems like you are forced to go on a diet, though the taste was ok. The entertainment system had the worst selection of any airline I have flown lately - but their check in baggage policy makes them a very attractive option when you see what their opposition charges for excess luggage.",1
976,"  London Heathrow to Houston. Despite sitting at the back of the plane we were really well looked after. Without exception all of the staff in this cabin were exceptionally friendly and professional. They really seemed to be enjoying their work. Lunch and a pre landing snack were provide together with an ice cream mid flight. Commendably, even in these days of austerity, my pre lunch gin was served with Fever Tree tonic. Well done BA. Frequent drinks runs were made. Despite its age the Jumbo was well turned out internally. The only downside was because of Air Traffic issues at Heathrow the flight arrived late. This meant that we almost missed our connecting domestic flight. This was mainly down to tardy Immigration procedures, the need to pick up our bags and transfer to another terminal for our ongoing flight. All very stressful.",1
978,"  I booked my BA flight from Zurich to London Heathrow using Avios, my frequent flyer number had to be added 3 times during the booking process. When I tried to reserve an aisle seat (for medical reasons) the BA website showed that all of the seats had been allocated save for a few seats for which I would have had to pay about thirty pounds. The check-in area for BA at Zurich airport is in a hard to find spot of the airport. The check-in agent was very professional, helpful and informative. The area of departure from Zurich was by transfer train. The flight boarded in an orderly manner and left more or less on time. I was dismayed to see cabin crew serve alcohol to a group of already drunk German speaking sports fans. One of the cabin crew declared that she had run out of beer and then suggested to an increasingly loud and aggressive man that he might like the cider instead. In the meantime the same crew members ignored me and other passengers while offering the trolley service. The overhead maps were not used and the captain made minimal announcements during the flight none of which were in German. The flight arrived reasonably promptly.",1
979,  The booking process was easy enough but they have reduced the baggage allowance in terms of the seats one can book. The cost of including a bag added considerably to the cheapest fare. Check-in was well managed and it was good to see passengers with too much luggage required to check their bags in. Departure was well managed and although there was a delay the captain communicated well. My gripe is that my seat was dirty and the window was also dirty.  Some of the to buy M&S food items were not available and the lavatory I used was dirty. The staff were very professional and pleasant and the drop-down route map was nice especially for the younger passengers to enjoy. Hardworking crew.,1
980,"  London to Tokyo Narita. Had a fantastic flight in the new BA First cabin on the Boeing 787. On both journeys the crew were outstanding as was the food and the service. The food was of high end restaurant standard, the seat comfortable.",1
981,"  Bridgetown to London Gatwick. Paid for a Business Class flight. The onboard service was abysmal. No refreshments offered on boarding. Dinner took three hours to be served (on a night flight). My Husband had to go to the Galley twice for his dinner requests, he’d been forgotten. I requested ‘Express’ service, which didn’t happen. Website advertises ‘Premium Levels of Service’ and ‘Every Journey Unique and Unforgettable.’ The service was dreadful, but the journey was definitely unforgettable for the wrong reasons. Don’t waste your money with this airline, you don’t get what you pay for and they try to compensate by offering loyalty points, and telling you that you don’t pay for the Service, that the extra costs are for taxes, the Lounge and extra loyalty points. All BA could respond with was a goodwill gesture of loyalty points. Really?",1
982,"  St Lucia to Gatwick on which my wife and I were both involuntarily downgraded from Premium Economy to Economy due overbooking on the flight. It should be noted that at no time was there any announcement for volunteers for downgrading at Vieux Fort Airport. I now know from your cabin crew that it is normal practice for appeals for volunteers to be put over the tannoy system before any enforced downgrades. At the time of going through the baggage hall getting our boarding passes we queried them as none had seat numbers on them to which we were told to just to go through security and our seats would be allocated when we went through the departure gate. Once in the departure lounge all four of us were tannoyed to return to the baggage hall when we were then told that my wife and I were being downgraded to economy. The male telling us this more or less indicated this was the only way we would be getting on the flight giving us £75 per each on a prepayment card as compensation under Article 7.3 of EC 261/2004 stating however that this did not affect our statutory rights. He then told us he would find us in the departure lounge and then all four of us had to go through security once again. The male who we spoke to in the baggage hall did not come and find us, we had to go and find him when he also told me that he had put my wife and I on a row with no other passengers which we assumed, rightly or wrongly, was so we could not tell people sitting beside us about the poor service we had received from BA. However two other passengers did come and sit beside us with the passenger sitting beside my wife telling her this was because the seat they had been allocated was soaking wet and smelt of urine and the cabin crew had asked them to sit on it with a cushion which they had refused and so they were given the seats next to us which was no problem. What further concerned me even more was one of your cabin crew walking past another passenger with their seat in the reclined position on three separate occasions just prior to approaching Gatwick and after the Pilot had requested seat belts on and seats in upright positions, never telling the passenger to raise their seat. BA’s latest advert celebrates 100 years of BA but for me their service is going backwards. The music that accompanies the advert is called ‘Salvation’ and by the end of the flight my wife and I were surely seeking it. Article 10 of EC Regulation 261/2004 is worth reading if this happens to you.",1
983,"  Chicago to London. Cancelled flights just a few hours before I left home, then put me on a different flight which would have made it impossible to make my connecting flight. Was finally put on a different flight. On the way home, because my first flight was through American Airlines, and the second through British Airways (all in the same booking), I was only able to check in and get a seat on the American Airlines flight, as I was redirected every time to their website. Couldn’t check in for the British Airways flight so had to have a middle seat which is very uncomfortable. I always check in 24 hours before to guarantee a seat, but BA wouldn’t allow me to do this.",1
984,  London to Bangalore. This was the worst experience. I flew with my infant daughter ande cabin crew was extremely rude. I was surprised that there was no way to heat milk for my daughter. I found the food portions so meagre. Not sufficient for a child also.  British Airways is sad in every sense of the term.,1
